requirement_en,entry,read,write,exit,cfp,interaction,communication,process,microm
"System shall fetch student information from database. System shall display, Name
- University, Branch
- College
- Specialty
- Level
- Phase
- Batch"". System shall display Academic year and semester. System shall display all previous alerts, postpone requests and freeze decisions for student. ",0,1,0,1,2,1,1,0,2
Student add decision date. User can add notes. Attach required files. Click add button.,1,0,0,0,1,1,0,0,1
Open student postpones requests page.,1,0,0,0,1,1,0,0,1
System shall display student postpone requests data,0,1,0,1,2,1,1,0,2
Open student postpones requests page. Click details button for specific student postpone requests.,1,0,0,0,1,1,0,0,1
"System shall open student postpone requests details page. System shall display student name, university, branch, college, specialty, level, phase, batch. System shall display all previous alerts, postpone requests and freeze decisions for student. System shall display decision date, notes and attach files",0,1,0,1,2,1,1,1,3
Display all student postpone requests. Click approve button for specific student postpone requests.  Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Scholarship termination has been approved,0,0,1,0,1,0,1,0,1
Open add student bridging requests page. Enter student name (Input should be auto complete).,0,0,0,0,0,1,0,0,1
"System shall fetch student information from database. System shall display, Name
- University
- Branch
- College
- Specialty
- Level
- Phase
- Batch"". System shall display Academic year and semester. System shall display all previous alerts, bridging requests and freeze decisions for student.",0,1,0,1,2,1,1,0,2
User add student required data. User add decision date. User can add notes. Attach required files. Click add button,1,0,0,0,1,1,0,0,1
Open student bridging requests page.,1,0,0,0,1,1,0,0,1
System shall display student bridging requests data.,0,1,0,1,2,1,1,0,2
Open student bridging requests page. Click details button for specific student bridging requests.,1,0,0,0,1,1,0,0,1
"System shall open student bridging requests details page. System shall display student name, university, branch, college, specialty, level, phase, batch. System shall display all previous alerts, bridging requests and freeze decisions for student. System shall display decision date, notes and attach files",0,1,0,1,2,1,1,0,2
Display all student bridging requests. Click approve button for specific student bridging requests.  Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Open add student warning page.  Enter student name (Input should be auto complete).,1,0,0,0,1,1,0,0,1
"System shall fetch student information from database
System shall display, Name
- University
- Branch
- College
- Specialty
- Level
- Phase
- Batch"". System shall display Academic year and semester. System shall display all previous alerts, warning and freeze decisions for student",0,1,0,1,2,1,1,0,2
Open student warning requests page.,1,0,0,0,1,1,0,0,1
System shall display student warning requests data,0,1,0,1,2,1,1,0,2
Open student warning requests page. Click details button for specific student warning requests.,1,0,0,0,1,1,0,0,1
"System shall open student warning requests details page. System shall display student name, university, branch, college, specialty, level, phase, batch. System shall display all previous alerts, warning and freeze decisions for student. System shall display decision date, notes and attach files",0,1,0,1,2,1,1,0,2
Display all student warning requests. Click approve button for specific student warning requests. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Open display all student warning requests page. Click edit button for specific student warning request.,1,0,0,0,1,1,0,0,1
"System shall open edit student warning requests page. 
System shall fetch student and student warning requests information from database. System shall display data fetched",0,1,0,1,2,1,1,0,2
"User can edit decision date, notes and attach files. Click save button",1,0,0,0,1,1,0,0,1
Display all student warning requests. Click delete button for specific student warning requests. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Student warning requests has been deleted,0,0,1,0,1,1,0,0,1
Open add scholarship freezing page.  Enter student name (Input should be auto complete).,0,0,0,0,0,1,0,0,1
"System shall fetch student information from database. System shall display, Name
- University
- Branch
- College
- Specialty
- Level
- Phase
- Batch"". System shall display Academic year and semester. System shall display all previous alerts, warning and freeze decisions for student",0,1,0,1,2,1,1,0,2
Open scholarship freezing requests page.,1,0,0,0,1,1,0,0,1
System shall display scholarship freezing requests data,0,1,0,1,2,1,1,0,2
Open scholarship freezing requests page. Click details button for specific scholarship freezing requests.,1,0,0,0,1,1,0,0,1
Display all scholarship freezing requests. Click delete button for specific student warning requests. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Open display all scholarship freezing requests page. Click edit button for specific scholarship freezing request.,1,0,0,0,1,1,0,0,1
"System shall open edit scholarship freezing requests page. 
System shall fetch student and scholarship freezing requests information from database. System shall display data fetched",0,1,0,1,2,1,1,0,2
Display all scholarship freezing requests. Click delete button for specific scholarship freezing requests. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Scholarship freezing requests has been deleted,0,0,1,0,1,0,1,0,1
Open add scholarship termination page.  Enter student name (Input should be auto complete).,1,0,0,0,1,1,0,0,1
"System shall fetch student information from database. System shall display, 
- Name
- University
- Branch
- College
- Specialty
- Level
- Phase
- Batch
System shall display Academic year and semester. System shall display all previous alerts, warning and freeze decisions for student.",0,1,0,1,2,1,1,0,2
Open display scholarship termination page.,1,0,0,0,1,1,0,0,1
System shall display scholarship terminations data.,0,1,0,1,2,1,1,0,2
Open scholarship termination page. Click details button for specific scholarship termination.,1,0,0,0,1,0,0,0,0
"System shall open scholarship termination details page. System shall display student name, university, branch, college, specialty, level, phase, batch. System shall display all previous alerts, warning and freeze decisions for student. System shall display decision date, notes and attach files",0,1,0,1,2,1,1,0,2
Display all scholarship termination. Click delete button for specific scholarship termination. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Scholarship termination has been deleted,0,0,1,0,1,0,1,0,1
Open display all scholarship termination page. Click edit button for specific scholarship termination.,1,0,0,0,1,1,0,0,1
"System shall open edit scholarship termination page. System shall fetch student and scholarship termination information from database. System shall display data. User can edit decision date, notes and attach files. Click save button",0,1,0,1,2,1,1,0,2
Open add Al Fakhoora house visits page. Enter Al Fakhoora house visits information. Click Add button,1,0,0,0,1,1,0,0,1
Open Display Al Fakhoora house visits page.,1,0,0,0,1,1,0,0,1
System shall display Al Fakhoora house visits basic information,0,1,0,1,2,1,1,0,2
Open display Al Fakhoora house visits page. Click on Al Fakhoora house visits name or details button.,1,0,0,0,1,1,0,0,1
System open Al Fakhoora house visits details page,0,1,0,1,2,1,1,0,2
Display all Al Fakhoora house visits. Click edit button for specific Al Fakhoora house visits.,1,0,0,0,1,1,0,0,1
System open Al Fakhoora house visits edit page,0,1,0,1,2,1,1,0,2
User can edit Al Fakhoora house visits information. Click Save button.,0,0,1,0,1,1,0,0,1
Display all Al Fakhoora house visits. Click delete button for specific Al Fakhoora house visits. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Al Fakhoora house visits has been deleted,0,0,1,0,1,0,1,0,1
Open add Meeting request page. Enter Meeting request information. Click Add button,1,0,0,0,1,1,0,0,1
Open Display Meeting requests page.,1,0,0,0,1,1,1,0,2
System shall display Meeting request basic information,0,1,0,1,2,1,1,0,2
Open display Meeting requests page. Click on Meeting request name or details button.,1,0,0,0,1,1,0,0,1
System open Meeting request details page,0,1,0,1,2,1,1,0,2
Display all Meeting requests. Click edit button for specific Meeting request.,1,0,0,0,1,1,0,0,1
System open Meeting request edit page.,0,1,0,1,2,1,1,0,2
User can edit Meeting request information. Click Save button,1,0,0,0,1,1,0,0,1
Display all Meeting request. Click delete button for specific Meeting request. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Meeting request has been deleted,0,0,1,0,1,0,1,0,1
Display all meeting request. Click approve or dismiss button for specific meeting request. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Meeting request has been approved or dismissed,0,0,1,0,1,0,1,0,1
Open add psychological support student session page. Enter psychological support student session information. Click Add button,1,0,0,0,1,1,0,0,1
Open Display psychological support student sessions page.,1,0,0,0,1,1,0,0,1
System shall display psychological support student session basic information,0,1,0,1,2,1,1,0,2
Open display psychological support student sessions page. Click on psychological support student session name or details button.,1,0,0,0,1,1,0,0,1
System open psychological support student session details page,0,1,0,1,2,1,1,0,2
Display all psychological support student sessions. Click edit button for specific psychological support student session.,1,0,0,0,1,1,0,0,1
System open psychological support student session edit page.,0,1,0,1,2,1,1,0,2
User can edit psychological support student session information. Click Save button,1,0,0,0,1,1,0,0,1
Display all psychological support student sessions. Click delete button for specific session. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Psychological support student session has been deleted,0,0,1,0,1,0,1,0,1
Open add training page. Step 1: Enter training basic information. Step 2: Add training groups. Add groups time schedule. User can add groups time schedule to new calendar. Step 3: Add groups students. Click Add button,1,0,0,0,1,1,0,0,1
User can import student from excel sheet,1,0,0,0,1,1,0,0,1
Open display trainings page.,1,0,0,0,1,1,0,0,1
System shall display training basic information. System shall display only training for component logged in user belong to or has privilege on it,0,1,0,1,2,1,1,0,2
Open display trainings page. Click on training name or details button.,1,0,0,0,1,1,0,0,1
"System open training details page. System shall display training full information, groups, students and grades.",0,1,0,1,2,1,1,0,2
Display all trainings. Click edit button for specific training.,1,0,0,0,1,1,0,0,1
System open training edit page.,0,1,0,1,2,1,1,0,2
User can edit training information. Click Save button,1,0,0,0,1,1,0,0,1
Display all Training. Click delete button for specific training. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Training has been deleted,0,0,1,0,1,0,1,0,1
Display all trainings. Click add attendance for specific training.,1,0,0,0,1,0,0,0,0
